Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
-33.094444,25.012778,26-06-2000,242.997,3770.0,0.075
-33.094444,25.012778,26-07-1983,82.8,525.0,0.431
-33.094444,25.012778,26-08-1976,158.1,4850.0,0.018
-33.094444,25.012778,26-08-2002,196.754,2580.0,0.192
-33.094444,25.012778,26-09-1974,117.0,4200.0,0.005
-33.094444,25.012778,26-10-1978,56.3,9373.0,0.007
-33.094444,25.012778,26-11-2001,225.367,4660.0,0.13
-33.094444,25.012778,26-12-1996,217.9,2230.0,0.131
-33.094444,25.012778,27-02-2014,113.062,519.67,0.109
-33.094444,25.012778,27-03-1980,120.4,7187.0,0.024
-33.094444,25.012778,27-03-2000,211.551,1860.0,0.193
-33.094444,25.012778,27-04-1989,230.5,4710.0,0.05
-33.094444,25.012778,27-08-1978,130.7,6820.0,0.011
-33.094444,25.012778,27-08-1980,43.5,14053.0,0.01
-33.094444,25.012778,27-09-1983,177.1,4472.0,0.153
-33.094444,25.012778,27-10-1981,176.5,3896.0,0.135
-33.094444,25.012778,27-11-1974,153.8,6400.0,0.086
-33.094444,25.012778,27-11-1980,98.4,6340.0,0.142
-33.094444,25.012778,27-12-1983,127.0,2941.0,0.026
-33.094444,25.012778,27-12-1993,123.1,550.0,0.275
-33.094444,25.012778,27-12-1999,104.271,1017.0,0.146
-33.094444,25.012778,28-01-2002,72.563,507.0,0.277
-33.094444,25.012778,28-02-1980,327.2,8500.0,0.144
-33.094444,25.012778,28-02-1985,146.8,2786.0,0.069
-33.094444,25.012778,28-02-2000,151.341,776.0,0.154
-33.094444,25.012778,28-04-1977,260.0,3546.0,0.162
-33.094444,25.012778,28-05-1981,161.1,5568.0,0.09
-33.094444,25.012778,28-05-2015,219.478,8350.0,0.02
-33.094444,25.012778,28-07-1977,254.2,4337.0,0.187
-33.094444,25.012778,28-09-1978,164.0,7198.0,0.079
-33.094444,25.012778,28-11-1996,162.0,1005.0,0.22
-33.094444,25.012778,28-12-1985,106.0,670.0,0.25
-33.094444,25.012778,28-12-1995,82.4,398.0,0.154
-33.094444,25.012778,29-01-1976,133.5,1400.0,0.151
-33.094444,25.012778,29-01-1981,105.2,1731.0,0.13
-33.094444,25.012778,29-01-2001,118.824,558.0,0.292
-33.094444,25.012778,29-01-2014,81.401,684.81,0.278
-33.094444,25.012778,29-03-1978,117.4,7100.0,0.011
-33.094444,25.012778,29-03-1999,91.4,3140.0,0.045
-33.094444,25.012778,29-04-1976,242.6,3044.0,0.086
-33.094444,25.012778,29-05-1975,99.2,11400.0,0.014
-33.094444,25.012778,29-05-2000,253.374,3210.0,0.121
-33.094444,25.012778,29-06-1982,168.0,7140.0,0.092
-33.094444,25.012778,29-07-1976,246.1,3320.0,0.04
-33.094444,25.012778,29-09-1981,84.4,8273.0,0.005
-33.094444,25.012778,29-09-1988,120.1,281.0,0.006
-33.094444,25.012778,29-11-1979,101.6,9340.0,0.008
-33.094444,25.012778,29-12-1981,176.8,5632.0,0.147
-33.094444,25.012778,29-12-1988,146.1,1269.0,0.019
-33.094444,25.012778,30-01-1986,165.6,2000.0,0.146
-33.094444,25.012778,30-04-1981,192.1,4512.0,0.117
-33.094444,25.012778,30-05-1979,223.6,11650.0,0.212
-33.094444,25.012778,30-06-1976,248.4,4314.0,0.011
-33.094444,25.012778,30-06-1977,274.2,3645.0,0.119
-33.094444,25.012778,30-07-1978,205.1,6367.0,0.005
-33.094444,25.012778,30-09-1976,250.3,5738.0,0.011
-33.094444,25.012778,30-11-1989,149.8,1590.0,0.031
-33.094444,25.012778,30-11-1995,79.5,481.0,0.221
-33.094444,25.012778,31-01-1980,115.5,8788.0,0.035
-33.094444,25.012778,31-01-1984,151.4,2423.0,0.024
-33.094444,25.012778,31-05-1993,179.4,510.0,0.084
-33.094444,25.012778,31-07-1980,34.9,12973.0,0.006
-33.094444,25.012778,31-07-2000,323.351,4830.0,4.06
-33.094444,25.012778,31-10-1974,4.0,6200.0,0.068
-33.094444,25.012778,31-10-1991,76.3,538.0,0.169
-33.094444,25.012778,31-12-1975,159.1,6100.0,0.115
-33.001667,25.161389,01-01-1987,207.0,2176.0,0.012
-33.001667,25.161389,01-02-1983,193.7,2579.0,0.032
-33.001667,25.161389,01-02-1990,97.4,598.0,0.101
-33.001667,25.161389,01-02-1993,87.9,283.0,0.205
-33.001667,25.161389,01-03-1983,117.0,1976.0,
-33.001667,25.161389,01-03-1993,151.1,408.0,0.292
-33.001667,25.161389,01-04-1995,,1632.0,
-33.001667,25.161389,01-04-2015,171.432,704.0,0.148
-33.001667,25.161389,01-05-1997,205.8,1400.0,0.03
-33.001667,25.161389,01-06-1982,225.4,2112.0,0.098
-33.001667,25.161389,01-06-1989,287.3,1410.0,0.034
-33.001667,25.161389,01-06-1995,285.5,1790.0,0.025
-33.001667,25.161389,01-08-1985,154.8,2112.0,0.024
-33.001667,25.161389,01-09-1981,179.5,2320.0,0.04
-33.001667,25.161389,01-09-1988,277.5,2359.0,0.046
-33.001667,25.161389,01-09-1994,292.6,1540.0,0.112
-33.001667,25.161389,01-10-1987,167.5,2463.0,0.005
-33.001667,25.161389,01-10-1992,321.4,1790.0,0.032
-33.001667,25.161389,01-11-1983,139.3,3264.0,0.061
-33.001667,25.161389,01-11-1984,121.1,3096.0,0.062
-33.001667,25.161389,01-11-1990,187.1,2190.0,0.024
-33.001667,25.161389,01-11-1993,287.5,1234.0,0.135
-33.001667,25.161389,01-12-1988,143.3,778.0,0.065
-33.001667,25.161389,01-12-1994,232.4,1760.0,0.081
-33.001667,25.161389,02-01-1986,203.7,1290.0,0.016
-33.001667,25.161389,02-01-1992,,320.0,
-33.001667,25.161389,02-02-1982,242.4,2188.0,0.059
-33.001667,25.161389,02-02-1989,454.8,1012.0,5.86
-33.001667,25.161389,02-02-1996,78.4,251.0,0.148
-33.001667,25.161389,02-03-1982,234.8,2176.0,0.109
-33.001667,25.161389,02-03-1989,249.6,1208.0,0.04
-33.001667,25.161389,02-03-1995,,2460.0,
-33.001667,25.161389,02-04-1981,175.6,1256.0,0.18
-33.001667,25.161389,02-04-1987,226.2,2880.0,0.012
-33.001667,25.161389,02-04-1992,146.7,491.0,0.067
-33.001667,25.161389,02-05-1979,242.8,3149.0,0.073
-33.001667,25.161389,02-05-1985,231.4,1782.0,0.118
-33.001667,25.161389,02-05-1986,247.9,2313.0,0.041
-33.001667,25.161389,02-05-1991,,1650.0,
-33.001667,25.161389,02-05-1996,219.8,1057.0,0.101
-33.001667,25.161389,02-06-1988,253.3,2158.0,0.023
-33.001667,25.161389,02-06-1994,261.5,967.0,0.114
-33.001667,25.161389,02-07-1992,334.9,1630.0,0.022
-33.001667,25.161389,02-08-1983,94.9,932.0,0.14
-33.001667,25.161389,02-08-1990,284.6,1840.0,0.017
-33.001667,25.161389,02-09-2002,,1040.0,0.124
-33.001667,25.161389,02-10-1980,257.8,3171.0,0.055
-33.001667,25.161389,02-10-1986,232.5,2592.0,0.023
-33.001667,25.161389,02-11-1978,102.7,3776.0,0.011
-33.001667,25.161389,02-11-1989,258.6,1620.0,0.022
-33.001667,25.161389,02-11-1992,72.0,281.0,0.149
-33.001667,25.161389,02-11-1995,123.3,557.0,0.146
-33.001667,25.161389,03-01-1980,215.7,3341.0,0.02
-33.001667,25.161389,03-01-1984,155.5,1578.0,0.024
-33.001667,25.161389,03-01-1991,,3500.0,
-33.001667,25.161389,03-01-2006,230.456,1790.0,0.021
-33.001667,25.161389,03-03-1988,265.1,2461.0,0.035
-33.001667,25.161389,03-04-1980,233.0,2739.0,0.087
-33.001667,25.161389,03-04-1984,130.1,2886.0,0.224
-33.001667,25.161389,03-04-1986,214.3,2080.0,0.1
-33.001667,25.161389,03-04-1997,155.7,1370.0,0.04
-33.001667,25.161389,03-05-1983,171.3,2726.0,0.018
-33.001667,25.161389,03-05-1984,182.3,2822.0,0.257
-33.001667,25.161389,03-05-1990,280.3,2070.0,0.031
-33.001667,25.161389,03-05-1993,255.1,876.0,0.174
-33.001667,25.161389,03-07-1986,303.3,2400.0,1.963
-33.001667,25.161389,03-07-1987,270.4,2656.0,0.033
-33.001667,25.161389,03-08-1982,212.0,1735.0,0.082
-33.001667,25.161389,03-08-1989,293.3,1560.0,0.057
-33.001667,25.161389,03-09-1987,255.9,2752.0,0.033
-33.001667,25.161389,03-09-1992,346.3,1780.0,0.024
-33.001667,25.161389,03-09-1998,282.1,2220.0,0.026
-33.001667,25.161389,03-10-1985,225.2,2240.0,0.017
-33.001667,25.161389,03-10-1991,159.8,2600.0,0.02
-33.001667,25.161389,03-10-1996,239.0,1700.0,0.062
-33.001667,25.161389,03-11-1981,220.8,1850.0,0.098
-33.001667,25.161389,03-11-1988,74.3,299.0,0.136
-33.001667,25.161389,03-11-1994,247.5,1750.0,0.085
-33.001667,25.161389,03-11-2016,344.5,2372.0,0.128
-33.001667,25.161389,03-12-1987,162.5,1277.0,0.023
-33.001667,25.161389,04-01-1979,117.9,3869.0,0.216
-33.001667,25.161389,04-01-1983,197.3,2432.0,
-33.001667,25.161389,04-01-1990,251.9,1580.0,4.557
-33.001667,25.161389,04-01-1993,278.5,1410.0,0.108
-33.001667,25.161389,04-04-1985,268.1,2140.0,0.118
-33.001667,25.161389,04-04-1991,236.6,1640.0,0.038
-33.001667,25.161389,04-04-1994,314.4,1136.0,0.137
-33.001667,25.161389,04-04-1996,292.4,1420.0,0.075
-33.001667,25.161389,04-05-1982,150.3,1040.0,0.18
-33.001667,25.161389,04-05-1989,139.4,520.0,0.026
-33.001667,25.161389,04-05-1995,276.5,1760.0,0.03
-33.001667,25.161389,04-06-1981,143.3,928.0,0.41
-33.001667,25.161389,04-06-1987,236.3,2560.0,0.015
-33.001667,25.161389,04-06-1992,343.1,1600.0,0.026
-33.001667,25.161389,04-07-1985,229.8,1940.0,0.026
-33.001667,25.161389,04-07-1991,290.2,1580.0,0.028
-33.001667,25.161389,04-08-1978,186.4,3526.0,0.005
-33.001667,25.161389,04-08-1981,217.4,2016.0,0.069
-33.001667,25.161389,04-08-1988,287.3,2080.0,0.022
-33.001667,25.161389,04-09-1980,247.5,3072.0,0.069
-33.001667,25.161389,04-09-1986,257.4,2522.0,0.116
-33.001667,25.161389,04-09-1996,257.8,1720.0,0.046
-33.001667,25.161389,04-09-1997,254.7,1780.0,0.047
-33.001667,25.161389,04-10-1983,119.3,3232.0,0.246
-33.001667,25.161389,04-10-1990,249.6,1890.0,0.033
-33.001667,25.161389,04-10-1993,314.4,1149.0,0.117
-33.001667,25.161389,04-12-1980,85.5,581.0,0.216
-33.001667,25.161389,04-12-1986,166.6,1180.0,0.012
-33.001667,25.161389,04-12-2000,151.625,1091.0,0.126
-33.001667,25.161389,04-12-2013,133.412,688.0,0.137
-33.001667,25.161389,05-01-1982,226.9,1984.0,0.076
-33.001667,25.161389,05-01-1989,250.1,1273.0,0.024
-33.001667,25.161389,05-01-1995,199.5,889.0,0.036
-33.001667,25.161389,05-02-1981,215.1,2904.0,0.093
-33.001667,25.161389,05-02-1987,213.5,2400.0,0.036
-33.001667,25.161389,05-02-1998,233.5,2530.0,0.037
-33.001667,25.161389,05-02-2015,107.219,311.3,0.302
-33.001667,25.161389,05-03-1981,130.0,1030.0,0.269
-33.001667,25.161389,05-03-1992,311.7,1460.0,0.024
-33.001667,25.161389,05-03-1998,127.7,675.0,0.24
-33.001667,25.161389,05-03-2015,262.859,1266.0,0.091
-33.001667,25.161389,05-04-1983,247.2,2752.0,0.05
-33.001667,25.161389,05-04-1990,264.0,1790.0,0.031
-33.001667,25.161389,05-04-1993,77.8,229.0,0.298
-33.001667,25.161389,05-05-1988,263.6,1660.0,0.017
-33.001667,25.161389,05-05-2016,330.8,1478.0,0.031
-33.001667,25.161389,05-06-1980,204.4,2770.0,0.108
-33.001667,25.161389,05-06-1986,247.7,2382.0,0.039
-33.001667,25.161389,05-07-1983,249.5,2720.0,0.162
-33.001667,25.161389,05-07-1984,194.9,3026.0,0.084
-33.001667,25.161389,05-07-1990,294.3,1800.0,0.036
-33.001667,25.161389,05-09-1985,229.9,2176.0,0.106
-33.001667,25.161389,05-09-1991,181.2,2170.0,0.021
-33.001667,25.161389,05-10-1978,131.5,3569.0,0.018
-33.001667,25.161389,05-10-1989,97.8,440.0,0.066
-33.001667,25.161389,05-10-1995,229.0,2340.0,0.033
-33.001667,25.161389,05-11-1987,220.6,2304.0,0.022
-33.001667,25.161389,05-11-2002,191.969,608.0,0.164
-33.001667,25.161389,05-11-2014,221.586,1103.0,0.081
-33.001667,25.161389,05-12-1985,90.6,384.0,0.133
-33.001667,25.161389,05-12-1991,,1260.0,
-33.001667,25.161389,06-02-1986,142.7,1240.0,0.128
-33.001667,25.161389,06-02-1992,,1860.0,
-33.001667,25.161389,06-02-1997,269.9,1700.0,0.053
-33.001667,25.161389,06-03-1980,179.3,1735.0,0.16
-33.001667,25.161389,06-03-1984,213.5,2804.0,0.175
-33.001667,25.161389,06-03-1986,205.9,1920.0,0.053
-33.001667,25.161389,06-03-1997,255.0,1745.0,0.07
-33.001667,25.161389,06-03-2007,72.447,338.0,0.329
-33.001667,25.161389,06-04-1982,234.8,2240.0,0.067
-33.001667,25.161389,06-04-1989,285.6,1253.0,0.028
-33.001667,25.161389,06-04-1995,294.2,1770.0,0.138
-33.001667,25.161389,06-05-2015,300.503,967.0,0.062
-33.001667,25.161389,06-06-1978,168.4,3520.0,0.014
-33.001667,25.161389,06-06-1979,216.9,2976.0,0.074
-33.001667,25.161389,06-06-1985,260.0,2120.0,0.04
-33.001667,25.161389,06-06-1991,,2010.0,
-33.001667,25.161389,06-07-1978,187.3,3360.0,0.018
-33.001667,25.161389,06-07-1982,136.7,922.0,0.249
-33.001667,25.161389,06-07-1989,295.9,1342.0,0.049
-33.001667,25.161389,06-07-1995,276.3,2050.0,0.018
-33.001667,25.161389,06-08-1987,215.9,2694.0,0.022
-33.001667,25.161389,06-09-1983,156.5,2816.0,0.125
-33.001667,25.161389,06-09-1990,422.2,2000.0,5.644
-33.001667,25.161389,06-09-1993,302.3,1240.0,0.116
-33.001667,25.161389,06-10-1981,205.5,2317.0,0.058
-33.001667,25.161389,06-10-1988,229.4,1656.0,0.031
-33.001667,25.161389,06-10-1994,275.0,1510.0,0.139
-33.001667,25.161389,06-11-1980,214.1,3401.0,0.014
-33.001667,25.161389,06-11-1986,121.9,1040.0,0.017
-33.001667,25.161389,06-12-1979,233.3,3136.0,0.073
-33.001667,25.161389,06-12-1983,124.7,2779.0,0.044
-33.001667,25.161389,06-12-1984,203.4,3264.0,0.024
-33.001667,25.161389,07-01-2016,188.335,1940.0,0.02
-33.001667,25.161389,07-02-1980,214.7,3463.0,0.073
-33.001667,25.161389,07-02-1984,213.8,2726.0,0.092
-33.001667,25.161389,07-02-1985,84.6,759.0,0.124
-33.001667,25.161389,07-02-1991,,1950.0,
-33.001667,25.161389,07-02-1994,117.5,350.0,0.155
-33.001667,25.161389,07-02-2000,165.015,693.0,0.277
-33.001667,25.161389,07-03-1985,233.9,1718.0,0.136
-33.001667,25.161389,07-03-1991,242.0,1790.0,0.055
-33.001667,25.161389,07-03-1994,74.3,174.0,0.163
-33.001667,25.161389,07-03-1996,228.8,1079.0,0.103
-33.001667,25.161389,07-04-1988,114.2,528.0,0.158
-33.001667,25.161389,07-04-2017,239.2,1203.0,0.033
-33.001667,25.161389,07-05-1980,186.2,2836.0,0.094
-33.001667,25.161389,07-05-1981,253.2,2257.0,0.084
-33.001667,25.161389,07-05-1987,241.3,2720.0,0.016
-33.001667,25.161389,07-05-1992,,1460.0,
-33.001667,25.161389,07-06-1984,227.1,2979.0,0.106
-33.001667,25.161389,07-06-1990,286.5,1600.0,0.05
-33.001667,25.161389,07-07-1988,263.0,1984.0,0.019
-33.001667,25.161389,07-08-1980,249.8,2912.0,0.102
-33.001667,25.161389,07-08-1986,247.5,2387.0,0.023
-33.001667,25.161389,07-08-1997,245.9,1720.0,0.026
-33.001667,25.161389,07-08-2006,92.113,496.0,0.166
-33.001667,25.161389,07-09-1978,149.6,3370.0,0.018
-33.001667,25.161389,07-09-1982,214.9,1900.0,0.075
-33.001667,25.161389,07-09-1989,293.2,1730.0,0.036
-33.001667,25.161389,07-09-1995,221.3,2180.0,0.008
-33.001667,25.161389,07-10-1987,282.4,2572.0,0.019
-33.001667,25.161389,07-10-2015,219.122,1421.0,0.021
-33.001667,25.161389,07-11-1985,125.0,820.0,0.017
-33.001667,25.161389,07-11-1991,,1292.0,
-33.001667,25.161389,07-11-2013,354.628,1551.0,0.032
-33.001667,25.161389,07-12-1978,120.2,3790.0,0.169
-33.001667,25.161389,07-12-1982,211.3,2176.0,
-33.001667,25.161389,07-12-1989,217.6,1440.0,0.058
-33.001667,25.161389,07-12-1992,278.2,1237.0,0.019
-33.001667,25.161389,08-01-1981,220.8,2752.0,0.056
-33.001667,25.161389,08-01-1987,214.4,2304.0,0.02
-33.001667,25.161389,08-01-2015,271.95,1279.0,0.036
-33.001667,25.161389,08-02-1983,202.7,2656.0,0.056
-33.001667,25.161389,08-02-1990,258.2,1650.0,0.043
-33.001667,25.161389,08-02-1993,244.1,782.0,0.199
-33.001667,25.161389,08-02-1996,278.0,1208.0,0.108
-33.001667,25.161389,08-02-2018,188.7,630.0,0.167
-33.001667,25.161389,08-03-1983,220.9,2771.0,
-33.001667,25.161389,08-03-1993,276.9,883.0,0.18
-33.001667,25.161389,08-05-1980,192.9,2825.0,0.139
-33.001667,25.161389,08-05-1986,251.3,2163.0,0.09
-33.001667,25.161389,08-06-1982,219.0,2176.0,0.09
-33.001667,25.161389,08-06-1983,238.1,2974.0,0.105
-33.001667,25.161389,08-06-1989,279.1,1160.0,0.016
-33.001667,25.161389,08-06-2016,226.8,1479.0,0.065
-33.001667,25.161389,08-07-1981,228.1,2051.0,0.066
-33.001667,25.161389,08-08-1985,234.4,2112.0,0.032
-33.001667,25.161389,08-08-1991,,1970.0,
-33.001667,25.161389,08-08-1994,305.5,1380.0,0.08
-33.001667,25.161389,08-08-1996,307.0,1650.0,0.057
-33.001667,25.161389,08-09-2016,260.8,1597.0,0.053
-33.001667,25.161389,08-10-1987,300.8,2560.0,0.018
-33.001667,25.161389,08-10-2014,242.345,1077.0,0.05
-33.001667,25.161389,08-11-1983,114.3,3264.0,0.066
-33.001667,25.161389,08-11-1990,,2340.0,
-33.001667,25.161389,08-12-1988,246.7,1492.0,0.032
-33.001667,25.161389,09-01-1986,206.7,1457.0,0.019
-33.001667,25.161389,09-01-1992,,1270.0,
-33.001667,25.161389,09-01-1997,131.2,706.0,0.113
-33.001667,25.161389,09-01-2014,126.798,364.4,0.093
-33.001667,25.161389,09-02-1982,236.1,2216.0,0.067
-33.001667,25.161389,09-02-1989,260.7,1298.0,0.02
-33.001667,25.161389,09-03-1982,237.3,1920.0,0.113
-33.001667,25.161389,09-03-1989,267.7,1390.0,0.23
-33.001667,25.161389,09-03-1995,275.6,1650.0,0.092
-33.001667,25.161389,09-04-1981,228.4,1928.0,0.103
-33.001667,25.161389,09-04-1984,191.6,965.0,0.196
-33.001667,25.161389,09-04-1992,274.6,1108.0,0.034
-33.001667,25.161389,09-04-2001,137.555,1078.0,0.175
-33.001667,25.161389,09-05-1979,357.8,3232.0,0.12
-33.001667,25.161389,09-05-1985,239.7,1840.0,0.112
-33.001667,25.161389,09-05-1991,239.2,1860.0,0.038
-33.001667,25.161389,09-06-1988,205.3,1792.0,0.006
-33.001667,25.161389,09-07-1987,268.6,2656.0,0.027
-33.001667,25.161389,09-07-1992,336.1,1680.0,0.007
-33.001667,25.161389,09-07-1998,293.3,2330.0,0.029
-33.001667,25.161389,09-08-1983,144.2,1877.0,0.309
-33.001667,25.161389,09-08-1990,272.1,1840.0,0.02
-33.001667,25.161389,09-08-1993,300.7,1277.0,0.05
-33.001667,25.161389,09-09-2002,,1248.0,0.189
-33.001667,25.161389,09-10-1980,238.9,3174.0,0.059
-33.001667,25.161389,09-10-1986,280.3,2200.0,0.019
-33.001667,25.161389,09-10-2013,249.485,1636.26,0.042
-33.001667,25.161389,09-11-1978,182.0,3012.0,0.097
-33.001667,25.161389,09-11-1982,201.6,2132.0,
-33.001667,25.161389,09-11-1984,183.6,3318.0,0.029
-33.001667,25.161389,09-11-1989,233.8,1730.0,0.037
-33.001667,25.161389,09-11-1992,157.1,516.0,0.197
-33.001667,25.161389,10-01-1984,195.3,2420.0,0.023
-33.001667,25.161389,10-01-1991,,1104.0,
-33.001667,25.161389,10-01-1994,268.3,989.0,0.116
-33.001667,25.161389,10-01-2000,130.275,514.0,0.249
-33.001667,25.161389,10-01-2022,169.183,559.8,0.117
-33.001667,25.161389,10-03-1988,258.0,2316.0,0.03
-33.001667,25.161389,10-04-1980,161.6,2835.0,0.085
-33.001667,25.161389,10-04-1986,229.2,2112.0,0.106
-33.001667,25.161389,10-04-2000,142.712,528.0,0.193
-33.001667,25.161389,10-05-1983,239.1,2752.0,0.198
-33.001667,25.161389,10-05-1984,217.3,2764.0,0.172
-33.001667,25.161389,10-05-1990,205.8,1800.0,0.032
-33.001667,25.161389,10-07-1986,260.8,2317.0,0.03
-33.001667,25.161389,10-07-1997,191.2,798.0,0.284
-33.001667,25.161389,10-08-1982,195.3,1820.0,0.044
-33.001667,25.161389,10-08-1995,270.6,1930.0,0.017
-33.001667,25.161389,10-09-1987,245.8,2720.0,0.035
-33.001667,25.161389,10-09-1992,337.7,1500.0,0.024
-33.001667,25.161389,10-10-1985,205.9,2240.0,0.019
-33.001667,25.161389,10-11-1981,214.1,2065.0,0.087
-33.001667,25.161389,10-11-1988,125.2,741.0,0.074
-33.001667,25.161389,10-12-1987,232.8,2474.0,0.039
-33.001667,25.161389,10-12-2015,243.939,1646.0,0.067
-33.001667,25.161389,11-01-1979,113.9,4166.0,0.151
-33.001667,25.161389,11-01-1983,198.1,2496.0,
-33.001667,25.161389,11-01-1990,265.8,1710.0,0.11
-33.001667,25.161389,11-01-1993,286.2,1285.0,0.122
-33.001667,25.161389,11-01-1996,274.8,1380.0,0.077
-33.001667,25.161389,11-04-1985,143.1,991.0,0.041
-33.001667,25.161389,11-04-1991,,1710.0,
-33.001667,25.161389,11-05-1982,203.5,1665.0,0.08
-33.001667,25.161389,11-05-1989,242.2,1040.0,0.011
-33.001667,25.161389,11-05-1995,,643.0,
-33.001667,25.161389,11-06-1981,165.0,1110.0,0.113
-33.001667,25.161389,11-06-1987,267.2,2624.0,0.012
-33.001667,25.161389,11-06-1992,325.4,1620.0,0.013
-33.001667,25.161389,11-06-1998,281.6,2230.0,0.031
-33.001667,25.161389,11-07-1979,184.5,3014.0,0.039
-33.001667,25.161389,11-07-1991,,1950.0,
-33.001667,25.161389,11-07-1994,302.0,1270.0,0.072
-33.001667,25.161389,11-07-1996,323.5,1830.0,0.091
-33.001667,25.161389,11-08-1978,167.6,3533.0,0.005
-33.001667,25.161389,11-08-1981,215.9,2054.0,0.067
-33.001667,25.161389,11-08-1988,245.9,2059.0,0.018
-33.001667,25.161389,11-09-1980,250.3,3136.0,0.075
-33.001667,25.161389,11-09-1986,247.3,2496.0,0.063
-33.001667,25.161389,11-10-1979,265.3,2672.0,0.091
-33.001667,25.161389,11-10-1983,130.3,3266.0,0.199
-33.001667,25.161389,11-10-1990,203.7,2160.0,0.012
-33.001667,25.161389,11-11-2015,207.585,1485.0,0.028
-33.001667,25.161389,11-12-1986,199.2,1780.0,0.009
-33.001667,25.161389,11-12-1997,260.9,2120.0,0.036
-33.001667,25.161389,12-01-1982,233.4,2022.0,0.056
-33.001667,25.161389,12-01-1989,263.5,1471.0,0.022
-33.001667,25.161389,12-01-1995,217.6,1170.0,0.204
-33.001667,25.161389,12-02-1981,221.9,2976.0,0.087
-33.001667,25.161389,12-02-1987,225.6,2528.0,0.016
-33.001667,25.161389,12-03-1981,219.3,2177.0,0.08
-33.001667,25.161389,12-03-1987,233.1,2611.0,0.013
-33.001667,25.161389,12-03-1992,320.8,1580.0,0.034
-33.001667,25.161389,12-03-2007,162.917,836.0,0.209
-33.001667,25.161389,12-04-1983,189.5,2771.0,0.16
-33.001667,25.161389,12-04-1989,266.3,1263.0,0.037
-33.001667,25.161389,12-04-1990,283.7,1880.0,0.73
-33.001667,25.161389,12-05-1988,242.8,1940.0,0.016
-33.001667,25.161389,12-06-1980,207.0,2780.0,0.098
-33.001667,25.161389,12-06-1986,256.2,2407.0,0.09
-33.001667,25.161389,12-06-1997,213.4,1740.0,0.101
-33.001667,25.161389,12-07-1983,205.6,2624.0,0.015
-33.001667,25.161389,12-07-1984,174.8,3008.0,0.125
-33.001667,25.161389,12-07-1990,302.1,1810.0,0.02
-33.001667,25.161389,12-07-1993,354.8,1340.0,0.108
-33.001667,25.161389,12-09-1985,186.2,2112.0,0.062
-33.001667,25.161389,12-09-1991,124.3,2100.0,0.029
-33.001667,25.161389,12-09-2013,255.044,1452.0,0.026
-33.001667,25.161389,12-10-1978,88.5,3736.0,0.011
-33.001667,25.161389,12-10-1982,229.7,1984.0,0.076
-33.001667,25.161389,12-10-1989,206.4,1268.0,0.026
-33.001667,25.161389,12-10-1992,314.8,1720.0,0.023
-33.001667,25.161389,12-11-1987,219.8,2496.0,0.021
-33.001667,25.161389,12-12-1991,232.0,1360.0,0.042
-33.001667,25.161389,12-12-1996,174.0,712.0,0.15
-33.001667,25.161389,13-02-1986,220.5,1840.0,0.034
-33.001667,25.161389,13-02-1992,,334.0,
-33.001667,25.161389,13-03-1980,196.4,1800.0,0.117
-33.001667,25.161389,13-03-1984,215.1,2944.0,0.078
-33.001667,25.161389,13-03-1986,213.3,1960.0,0.04
-33.001667,25.161389,13-04-1982,229.6,2202.0,0.065
-33.001667,25.161389,13-06-1979,225.6,3052.0,0.037
-33.001667,25.161389,13-06-1985,238.2,2287.0,0.042
-33.001667,25.161389,13-06-1991,,1660.0,
-33.001667,25.161389,13-07-1978,182.5,3392.0,0.014
-33.001667,25.161389,13-07-1982,191.5,1333.0,0.115
-33.001667,25.161389,13-07-1989,298.5,1540.0,0.054
-33.001667,25.161389,13-07-1995,277.5,2000.0,0.02
-33.001667,25.161389,13-08-1987,289.8,2720.0,0.016
-33.001667,25.161389,13-08-1992,349.7,1580.0,0.016
-33.001667,25.161389,13-08-1997,258.9,1780.0,0.026
-33.001667,25.161389,13-09-1983,163.3,3200.0,0.109
-33.001667,25.161389,13-09-1984,160.3,2886.0,0.021
-33.001667,25.161389,13-09-1990,289.1,1980.0,0.022
-33.001667,25.161389,13-10-1990,,2120.0,
-33.001667,25.161389,13-11-1980,214.1,3352.0,0.038
-33.001667,25.161389,13-11-1986,113.1,1440.0,0.012
-33.001667,25.161389,13-11-1997,257.5,2200.0,0.04
-33.001667,25.161389,13-12-1979,270.1,3321.0,0.048
-33.001667,25.161389,13-12-1983,134.4,2934.0,0.057
-33.001667,25.161389,13-12-1993,278.5,1052.0,0.142
-33.001667,25.161389,14-02-1980,191.7,2447.0,0.146
-33.001667,25.161389,14-02-1984,198.7,2688.0,0.08
-33.001667,25.161389,14-02-1985,114.9,747.0,0.026
-33.001667,25.161389,14-02-1991,,648.0,
-33.001667,25.161389,14-03-1985,256.2,1958.0,0.133
-33.001667,25.161389,14-03-1991,263.6,1470.0,0.072
-33.001667,25.161389,14-04-1988,238.5,1399.0,0.022
-33.001667,25.161389,14-05-1981,91.0,726.0,0.219
-33.001667,25.161389,14-05-1987,278.6,2752.0,0.024
-33.001667,25.161389,14-05-1992,,1480.0,
-33.001667,25.161389,14-06-1978,174.5,2496.0,0.072
-33.001667,25.161389,14-06-1983,294.4,1372.0,0.673
-33.001667,25.161389,14-06-1984,222.9,2635.0,0.06
-33.001667,25.161389,14-06-1990,292.9,2140.0,0.024
